order_id,order_date,product_id,customer_segment,region,warehouse_id,quantity,unit_price,unit_cost,planned_delivery_days,actual_delivery_days,carrier,order_status
ORD00466,2026-01-21,P008,Healthcare,Midwest,WH_CHI,72.0,51.09,36.84,5,5.0,Regional Carrier,Delivered
ORD00467,2026-03-03,P007,Retail,Midwest,WH_CHI,58.0,45.03,33.65,2,2.0,DHL,Delivered
ORD00468,2026-03-09,P004,Retail,Midwest,WH_CHI,91.0,52.0,32.09,4,7.0,DHL,Delivered
ORD00469,2026-01-17,P002,Distribution,Northeast,WH_NJ,87.0,49.15,29.25,2,2.0,DHL,Delivered
ORD00470,2026-02-07,P008,Government,West,WH_LAX,127.0,71.6,58.62,4,7.0,Regional Carrier,Delivered
ORD00471,2026-02-15,P004,Government,South,WH_DAL,81.0,6.43,3.93,3,3.0,UPS,Delivered
ORD00472,2026-01-03,P003,Education,Midwest,WH_CHI,81.0,58.33,44.56,5,5.0,DHL,Delivered
ORD00473,2026-03-10,P001,Retail,Midwest,WH_CHI,36.0,54.02,30.0,2,3.0,Regional Carrier,Delivered
ORD00474,2026-02-26,P007,Distribution,Midwest,WH_CHI,55.0,23.96,17.72,3,4.0,FedEx,Delivered
ORD00475,2026-02-08,P007,Distribution,Midwest,WH_CHI,56.0,25.25,18.02,3,3.0,Regional Carrier,Delivered
ORD00476,2026-01-14,P002,Retail,West,WH_LAX,89.0,63.86,43.71,6,6.0,UPS,Delivered
ORD00477,2026-02-03,P004,Government,West,WH_LAX,102.0,27.15,15.22,5,5.0,UPS,Delivered
ORD00478,2026-03-30,P008,Healthcare,West,WH_LAX,94.0,5.21,3.81,2,2.0,Internal Fleet,Delivered
ORD00479,2026-03-27,P008,Retail,South,WH_DAL,113.0,63.46,36.19,2,2.0,DHL,Delivered
ORD00480,2026-03-24,P004,Education,Northeast,WH_NJ,157.0,24.81,13.98,3,3.0,FedEx,Delivered
ORD00481,2026-02-07,P006,Government,West,WH_LAX,51.0,60.39,34.76,2,2.0,FedEx,Delivered
ORD00482,2026-01-18,P003,Education,West,WH_LAX,137.0,72.09,58.24,4,,FedEx,Cancelled
ORD00483,2026-02-17,P006,Retail,South,WH_DAL,99.0,35.06,28.39,4,4.0,Regional Carrier,Delivered
ORD00484,2026-03-30,P008,Healthcare,Northeast,WH_NJ,136.0,13.48,9.95,2,2.0,UPS,Delayed
ORD00485,2026-01-14,P007,Distribution,Northeast,WH_NJ,59.0,55.88,33.47,5,5.0,DHL,Delivered
ORD00486,2026-03-20,P001,Government,South,WH_DAL,44.0,74.03,42.97,5,5.0,Regional Carrier,Delivered
ORD00487,2026-01-06,P002,Education,West,WH_LAX,88.0,5.93,4.65,6,8.0,Internal Fleet,Delivered
ORD00488,2026-03-14,P004,Distribution,West,WH_LAX,25.0,44.23,32.69,2,2.0,Regional Carrier,Delivered
ORD00489,2026-03-26,P004,Education,Northeast,WH_NJ,122.0,54.78,39.62,3,8.0,Internal Fleet,Delivered
ORD00490,2026-03-20,P001,Healthcare,Midwest,WH_CHI,37.0,42.92,29.04,5,5.0,UPS,Delivered
ORD00491,2026-01-10,P008,Healthcare,West,WH_LAX,55.0,29.82,18.64,6,6.0,UPS,Delayed
ORD00492,2026-03-12,P007,Healthcare,Northeast,WH_NJ,78.0,10.91,7.31,6,6.0,Regional Carrier,Delivered
ORD00493,2026-01-12,P008,Education,Northeast,WH_NJ,85.0,13.9,9.51,2,2.0,FedEx,Delivered
ORD00494,2026-02-21,P007,Distribution,Midwest,WH_CHI,30.0,46.18,35.7,6,7.0,Internal Fleet,Delivered
ORD00495,2026-03-23,P005,Government,South,WH_DAL,118.0,76.28,49.44,2,5.0,UPS,Delivered
ORD00496,2026-02-28,P006,Education,Northeast,WH_NJ,101.0,58.69,34.09,3,3.0,FedEx,Delivered
ORD00497,2026-02-13,P006,Distribution,West,WH_LAX,122.0,44.15,32.65,2,2.0,UPS,Delivered
ORD00498,2026-03-05,P003,Retail,Northeast,WH_NJ,84.0,24.07,14.51,2,2.0,Regional Carrier,Delivered
ORD00499,2026-01-28,P008,Education,South,WH_DAL,84.0,13.08,8.66,6,7.0,FedEx,Delivered
ORD00500,2026-02-27,P008,Government,South,WH_DAL,74.0,5.33,3.99,6,6.0,Regional Carrier,Delivered
ORD00501,2026-03-16,P008,Distribution,South,WH_DAL,52.0,18.02,13.88,2,2.0,Regional Carrier,Delayed
ORD00502,2026-03-26,P006,Government,Northeast,WH_NJ,33.0,78.46,62.56,3,3.0,DHL,Delivered
ORD00503,2026-02-20,P006,Government,West,WH_LAX,41.0,65.36,38.39,6,6.0,Internal Fleet,Delivered
ORD00504,2026-02-08,P006,Healthcare,South,WH_DAL,4.0,20.73,15.4,4,6.0,UPS,Delivered
ORD00505,2026-03-25,P003,Retail,West,WH_LAX,82.0,62.06,43.55,6,6.0,Internal Fleet,Delayed
ORD00506,2026-03-27,P007,Government,West,WH_LAX,76.0,65.62,45.35,2,4.0,Regional Carrier,Delivered
ORD00507,2026-01-19,P001,Healthcare,Midwest,WH_CHI,56.0,25.02,19.07,4,4.0,DHL,Delivered
ORD00508,2026-01-19,P001,Healthcare,West,WH_LAX,114.0,61.52,34.37,5,5.0,FedEx,Delivered
ORD00509,2026-03-20,P004,Healthcare,Northeast,WH_NJ,80.0,43.32,33.15,4,4.0,FedEx,Delivered
ORD00510,2026-02-18,P007,Education,Northeast,WH_NJ,79.0,77.44,43.72,4,4.0,UPS,Delivered
ORD00511,2026-03-21,P008,Education,South,WH_DAL,79.0,61.63,42.99,6,6.0,UPS,Delivered
ORD00512,2026-01-25,P005,Healthcare,Northeast,WH_NJ,108.0,78.76,44.9,3,3.0,Internal Fleet,Delivered
ORD00513,2026-01-16,P007,Government,Midwest,WH_CHI,42.0,25.93,16.11,3,3.0,Internal Fleet,Delivered
ORD00514,2026-02-02,P001,Government,West,WH_LAX,69.0,58.23,34.46,3,3.0,DHL,Delivered
ORD00515,2026-03-18,P001,Government,West,WH_LAX,81.0,64.24,44.87,2,5.0,DHL,Delivered
ORD00516,2026-03-09,P004,Distribution,South,WH_DAL,98.0,10.11,6.94,5,5.0,Internal Fleet,Delivered
ORD00517,2026-03-10,P007,Education,Midwest,WH_CHI,47.0,21.59,13.12,4,4.0,DHL,Delivered
ORD00518,2026-02-16,P005,Distribution,South,WH_DAL,74.0,44.79,36.69,2,2.0,FedEx,Delivered
ORD00519,2026-03-27,P006,Healthcare,Northeast,WH_NJ,72.0,72.84,52.13,6,,UPS,Cancelled
ORD00520,2026-01-06,P006,Retail,Northeast,WH_NJ,132.0,33.94,23.62,4,4.0,FedEx,Delivered
ORD00521,2026-03-08,P006,Government,Northeast,WH_NJ,58.0,8.29,6.57,3,3.0,DHL,Delivered
ORD00522,2026-03-07,P002,Healthcare,Midwest,WH_CHI,69.0,77.87,59.09,6,,FedEx,Cancelled
ORD00523,2026-03-22,P002,Healthcare,South,WH_DAL,95.0,69.87,46.43,2,2.0,UPS,Delivered
ORD00524,2026-03-10,P007,Healthcare,Midwest,WH_CHI,121.0,6.78,5.04,2,2.0,FedEx,Delivered
ORD00525,2026-01-10,P001,Education,South,WH_DAL,32.0,46.86,33.05,3,3.0,DHL,Delivered
ORD00526,2026-02-22,P007,Government,Northeast,WH_NJ,72.0,37.48,20.78,2,3.0,Internal Fleet,Delivered
ORD00527,2026-01-01,P002,Retail,Midwest,WH_CHI,59.0,31.83,21.83,4,4.0,DHL,Delivered
ORD00528,2026-03-19,P002,Government,West,WH_LAX,1.0,33.61,25.95,2,3.0,Regional Carrier,Delivered
ORD00529,2026-01-21,P004,Government,South,WH_DAL,28.0,64.76,50.47,4,4.0,UPS,Delivered
ORD00530,2026-02-08,P006,Distribution,Midwest,WH_CHI,86.0,70.61,41.53,2,7.0,FedEx,Delivered
ORD00531,2026-03-15,P007,Education,Midwest,WH_CHI,79.0,20.75,15.57,4,4.0,UPS,Delivered
ORD00532,2026-02-22,P003,Healthcare,South,WH_DAL,100.0,21.56,16.72,3,3.0,FedEx,Delivered
ORD00533,2026-01-24,P001,Distribution,Northeast,WH_NJ,79.0,10.49,7.67,4,4.0,FedEx,Delivered
ORD00534,2026-01-26,P008,Education,West,WH_LAX,47.0,14.62,10.63,2,3.0,DHL,Delivered
ORD00535,2026-03-21,P002,Education,South,WH_DAL,31.0,41.44,26.47,4,4.0,Internal Fleet,Delivered
ORD00536,2026-01-20,P006,Government,West,WH_LAX,23.0,17.65,11.2,3,5.0,Regional Carrier,Delayed
ORD00537,2026-02-05,P006,Education,South,WH_DAL,56.0,70.84,47.81,4,4.0,DHL,Delivered
ORD00538,2026-03-04,P002,Distribution,South,WH_DAL,116.0,11.15,6.98,3,3.0,Internal Fleet,Delivered
ORD00539,2026-01-26,P005,Retail,Midwest,WH_CHI,155.0,71.91,56.05,2,2.0,Internal Fleet,Delayed
ORD00540,2026-03-16,P007,Retail,South,WH_DAL,58.0,46.37,32.31,6,6.0,Regional Carrier,Delivered
ORD00541,2026-03-25,P003,Government,West,WH_LAX,81.0,21.75,16.5,4,4.0,UPS,Delivered
ORD00542,2026-03-01,P002,Education,Northeast,WH_NJ,53.0,42.66,31.1,6,6.0,UPS,Delivered
ORD00543,2026-03-07,P003,Healthcare,Northeast,WH_NJ,67.0,18.44,14.87,3,3.0,Regional Carrier,Delivered
ORD00544,2026-02-15,P001,Government,South,WH_DAL,86.0,22.38,13.91,3,6.0,FedEx,Delivered
ORD00545,2026-03-27,P004,Government,West,WH_LAX,32.0,40.23,27.06,2,2.0,FedEx,Delivered
ORD00546,2026-03-25,P006,Distribution,Midwest,WH_CHI,45.0,52.52,32.76,4,4.0,Internal Fleet,Delivered
ORD00547,2026-03-11,P003,Government,Northeast,WH_NJ,121.0,32.4,23.54,2,2.0,Internal Fleet,Delivered
ORD00548,2026-02-02,P007,Distribution,South,WH_DAL,105.0,35.44,27.31,4,4.0,Regional Carrier,Delayed
ORD00549,2026-03-03,P001,Government,South,WH_DAL,114.0,17.42,9.94,4,4.0,UPS,Delivered
ORD00550,2026-01-20,P003,Education,South,WH_DAL,53.0,50.15,38.64,3,3.0,Regional Carrier,Delivered
ORD00551,2026-02-12,P002,Government,Northeast,WH_NJ,126.0,40.93,29.04,5,5.0,FedEx,Delivered
ORD00552,2026-02-01,P001,Distribution,South,WH_DAL,99.0,49.43,28.98,6,6.0,FedEx,Delayed
ORD00553,2026-03-15,P003,Healthcare,Midwest,WH_CHI,57.0,24.37,14.59,5,10.0,Internal Fleet,Delivered
ORD00554,2026-03-14,P001,Retail,West,WH_LAX,112.0,21.24,15.16,5,5.0,Regional Carrier,Delivered
ORD00555,2026-01-22,P004,Distribution,Northeast,WH_NJ,98.0,15.7,11.1,3,3.0,Internal Fleet,Delivered
ORD00556,2026-03-26,P005,Education,South,WH_DAL,117.0,74.18,52.75,2,5.0,UPS,Delivered
ORD00557,2026-02-18,P007,Retail,South,WH_DAL,43.0,6.24,4.31,6,6.0,Regional Carrier,Delivered
ORD00558,2026-01-20,P002,Government,South,WH_DAL,11.0,72.62,51.7,6,9.0,Internal Fleet,Delivered
ORD00559,2026-01-16,P002,Healthcare,Northeast,WH_NJ,72.0,72.65,50.54,2,4.0,Regional Carrier,Delivered
ORD00560,2026-03-08,P007,Retail,West,WH_LAX,70.0,57.32,38.16,5,5.0,Regional Carrier,Delivered
ORD00561,2026-02-14,P002,Healthcare,Northeast,WH_NJ,74.0,24.09,18.23,2,3.0,DHL,Delivered
ORD00562,2026-03-18,P007,Healthcare,West,WH_LAX,89.0,5.41,4.06,2,4.0,Internal Fleet,Delivered
ORD00563,2026-03-08,P002,Government,Midwest,WH_CHI,103.0,54.09,39.79,4,4.0,Regional Carrier,Delivered
ORD00564,2026-02-16,P002,Government,South,WH_DAL,121.0,53.87,33.32,6,11.0,Regional Carrier,Delayed
ORD00565,2026-03-14,P006,Government,West,WH_LAX,93.0,61.62,40.77,6,7.0,Regional Carrier,Delivered
ORD00566,2026-01-23,P006,Education,Northeast,WH_NJ,57.0,79.14,55.87,5,5.0,UPS,Delivered
ORD00567,2026-03-26,P002,Government,South,WH_DAL,90.0,63.73,51.39,2,2.0,UPS,Delivered
ORD00568,2026-03-07,P007,Distribution,West,WH_LAX,139.0,51.05,37.51,2,2.0,UPS,Delivered
ORD00569,2026-02-19,P001,Healthcare,Midwest,WH_CHI,106.0,40.38,28.75,2,2.0,FedEx,Delivered
ORD00570,2026-02-03,P004,Retail,West,WH_LAX,93.0,50.68,37.79,5,5.0,Internal Fleet,Delivered
ORD00571,2026-03-25,P005,Healthcare,Midwest,WH_CHI,72.0,53.02,35.45,3,4.0,Internal Fleet,Delivered
ORD00572,2026-02-06,P004,Distribution,Midwest,WH_CHI,50.0,43.29,31.97,6,6.0,UPS,Delivered
ORD00573,2026-03-28,P001,Healthcare,West,WH_LAX,38.0,54.13,44.03,2,2.0,DHL,Delivered
ORD00574,2026-02-21,P006,Government,Northeast,WH_NJ,95.0,48.96,33.77,2,2.0,FedEx,Delivered
ORD00575,2026-03-12,P005,Education,West,WH_LAX,52.0,77.25,48.25,6,9.0,UPS,Delivered
ORD00576,2026-02-28,P007,Education,Midwest,WH_CHI,102.0,18.13,12.45,6,6.0,FedEx,Delivered
ORD00577,2026-03-06,P005,Retail,West,WH_LAX,105.0,65.22,52.72,6,11.0,Internal Fleet,Delivered
ORD00578,2026-02-02,P008,Distribution,Northeast,WH_NJ,66.0,41.27,25.41,4,4.0,Regional Carrier,Delivered
ORD00579,2026-03-29,P008,Government,Midwest,WH_CHI,87.0,13.72,7.8,3,3.0,UPS,Delivered
ORD00580,2026-02-10,P007,Distribution,West,WH_LAX,112.0,45.17,33.39,4,4.0,UPS,Delivered
ORD00581,2026-02-06,P002,Education,Northeast,WH_NJ,26.0,10.7,8.58,5,6.0,DHL,Delivered
ORD00582,2026-02-15,P004,Healthcare,West,WH_LAX,124.0,76.03,55.84,3,3.0,Regional Carrier,Delivered
ORD00583,2026-01-26,P004,Education,South,WH_DAL,60.0,20.51,12.4,3,3.0,Internal Fleet,Delivered
ORD00584,2026-02-15,P003,Retail,Midwest,WH_CHI,86.0,74.01,54.21,5,5.0,Internal Fleet,Delivered
ORD00585,2026-01-01,P001,Education,Northeast,WH_NJ,115.0,51.55,35.21,6,6.0,DHL,Delivered
ORD00586,2026-03-04,P003,Government,West,WH_LAX,100.0,21.66,15.29,2,2.0,Internal Fleet,Delivered
ORD00587,2026-02-24,P008,Distribution,Midwest,WH_CHI,74.0,31.05,24.29,3,4.0,Regional Carrier,Delivered
ORD00588,2026-01-16,P008,Retail,West,WH_LAX,64.0,5.89,3.57,6,7.0,FedEx,Delivered
ORD00589,2026-02-11,P006,Healthcare,West,WH_LAX,40.0,46.14,28.33,5,5.0,Internal Fleet,Delivered
ORD00590,2026-02-13,P006,Government,South,WH_DAL,73.0,36.8,24.4,4,4.0,DHL,Delivered
ORD00591,2026-02-21,P005,Healthcare,Northeast,WH_NJ,132.0,47.86,38.98,3,8.0,FedEx,Delayed
ORD00592,2026-02-04,P004,Government,Northeast,WH_NJ,102.0,19.7,15.09,3,3.0,Regional Carrier,Delivered
ORD00593,2026-01-02,P003,Government,Northeast,WH_NJ,122.0,15.09,11.94,6,6.0,Internal Fleet,Delivered
ORD00594,2026-02-10,P008,Education,West,WH_LAX,100.0,47.16,33.17,5,6.0,FedEx,Delivered
ORD00595,2026-03-30,P003,Healthcare,Midwest,WH_CHI,145.0,66.04,44.82,2,2.0,Regional Carrier,Delivered
ORD00596,2026-02-12,P005,Education,West,WH_LAX,134.0,47.03,37.7,4,4.0,DHL,Delivered
ORD00597,2026-01-03,P007,Education,Midwest,WH_CHI,84.0,70.05,56.74,3,3.0,Internal Fleet,Delayed
ORD00598,2026-03-15,P003,Education,West,WH_LAX,18.0,29.38,20.21,5,5.0,FedEx,Delivered
ORD00599,2026-02-18,P005,Healthcare,Northeast,WH_NJ,97.0,70.12,50.69,4,4.0,Regional Carrier,Delivered
ORD00600,2026-03-22,P007,Retail,Midwest,WH_CHI,61.0,17.15,10.49,4,4.0,DHL,Delivered
ORD00447,2026-01-31,P006,Distribution,Northeast,WH_NJ,121.0,38.46,31.13,5,6.0,Internal Fleet,Delivered
ORD00405,2026-02-05,P001,Distribution,Northeast,WH_NJ,81.0,31.81,22.51,3,3.0,UPS,Delivered
ORD00510,2026-02-18,P007,Education,Northeast,WH_NJ,79.0,77.44,43.72,4,4.0,UPS,Delivered
ORD00456,2026-02-21,P006,Retail,South,WH_DAL,160.0,54.16,44.37,4,4.0,Regional Carrier,Delivered
ORD00202,2026-03-06,P001,Government,Northeast,WH_NJ,49.0,8.27,5.41,4,4.0,DHL,Delivered
ORD00024,2026-02-12,P002,Education,South,WH_DAL,114.0,55.17,33.53,3,3.0,Internal Fleet,Delivered
ORD00416,2026-03-31,P007,Healthcare,Midwest,WH_CHI,93.0,50.18,40.08,6,6.0,UPS,Delivered
ORD00549,2026-03-03,P001,Government,South,WH_DAL,114.0,17.42,9.94,4,4.0,UPS,Delivered
