order_id,order_date,product_id,customer_segment,region,warehouse_id,quantity,unit_price,unit_cost,planned_delivery_days,actual_delivery_days,carrier,order_status,product_name,category,supplier,risk_tier,active_contract,contract_terms_target_on_time_rate,contract_terms_max_defect_rate,contract_terms_payment_terms,revenue,cost,profit,profit_margin,delivery_variance_days,delivery_status,contract_validation_flag
ORD00206,2026-02-07,P004,Healthcare,Midwest,WH_CHI,106,71.43,45.37,4,7,Internal Fleet,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,7571.580000000001,4809.219999999999,2762.3600000000015,0.36483270334593326,3,Delayed,Review Needed
ORD00207,2026-02-20,P008,Retail,West,WH_LAX,21,61.5,37.0,4,5,FedEx,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1291.5,777.0,514.5,0.3983739837398374,1,Delayed,Pass
ORD00208,2026-03-25,P006,Retail,West,WH_LAX,99,64.95,43.39,5,5,Regional Carrier,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,6430.05,4295.61,2134.4400000000005,0.33194765204003085,0,On Time,Pass
ORD00209,2026-02-19,P006,Government,South,WH_DAL,23,56.91,36.95,6,6,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,1308.9299999999998,849.85,459.0799999999998,0.35072922157792996,0,On Time,Pass
ORD00210,2026-01-11,P007,Government,Midwest,WH_CHI,81,50.18,38.74,6,6,DHL,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,4064.58,3137.94,926.6399999999999,0.22797927461139894,0,On Time,Pass
ORD00211,2026-02-11,P002,Education,Midwest,WH_CHI,77,54.57,34.53,6,6,Regional Carrier,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4201.89,2658.81,1543.0800000000004,0.3672347443650358,0,On Time,Pass
ORD00212,2026-01-22,P008,Government,West,WH_LAX,37,8.18,6.42,4,4,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,302.65999999999997,237.54,65.11999999999998,0.2151589242053789,0,On Time,Pass
ORD00213,2026-02-25,P005,Retail,Midwest,WH_CHI,115,55.34,36.51,6,6,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,6364.1,4198.65,2165.4500000000007,0.3402602096132997,0,On Time,Pass
ORD00214,2026-01-04,P003,Retail,Northeast,WH_NJ,59,14.47,8.88,4,5,DHL,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,853.73,523.9200000000001,329.80999999999995,0.38631651693158253,1,Delayed,Pass
ORD00215,2026-02-19,P001,Government,South,WH_DAL,1,76.16,49.54,2,2,Internal Fleet,Delayed,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,76.16,49.54,26.619999999999997,0.3495273109243697,0,On Time,Pass
ORD00216,2026-01-18,P006,Education,Northeast,WH_NJ,52,53.72,33.17,2,3,FedEx,Delayed,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,2793.44,1724.8400000000001,1068.6,0.38253909158600147,1,Delayed,Pass
ORD00217,2026-01-24,P008,Distribution,Northeast,WH_NJ,92,13.83,10.5,5,8,UPS,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1272.36,966.0,306.3599999999999,0.24078091106290667,3,Delayed,Pass
ORD00218,2026-03-20,P005,Healthcare,Northeast,WH_NJ,58,14.2,11.08,5,5,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,823.5999999999999,642.64,180.95999999999992,0.21971830985915486,0,On Time,Pass
ORD00219,2026-02-26,P002,Education,West,WH_LAX,120,58.22,40.67,4,4,DHL,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,6986.4,4880.400000000001,2105.999999999999,0.3014428031604259,0,On Time,Pass
ORD00220,2026-01-21,P003,Distribution,West,WH_LAX,88,21.82,17.8,3,3,UPS,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,1920.16,1566.4,353.76,0.1842346471127406,0,On Time,Pass
ORD00221,2026-03-05,P001,Distribution,West,WH_LAX,93,47.92,32.4,6,6,UPS,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,4456.56,3013.2,1443.3600000000006,0.32387312186978306,0,On Time,Pass
ORD00222,2026-03-20,P002,Education,Midwest,WH_CHI,65,34.86,25.92,5,5,Internal Fleet,Delayed,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2265.9,1684.8000000000002,581.0999999999999,0.2564543889845094,0,On Time,Pass
ORD00223,2026-02-22,P007,Healthcare,Midwest,WH_CHI,122,77.93,56.38,5,5,Regional Carrier,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,9507.460000000001,6878.360000000001,2629.1000000000004,0.2765302194276915,0,On Time,Pass
ORD00224,2026-03-29,P006,Distribution,South,WH_DAL,65,52.98,31.74,3,3,Regional Carrier,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,3443.7,2063.1,1380.6,0.40090600226500567,0,On Time,Pass
ORD00225,2026-03-06,P001,Distribution,Midwest,WH_CHI,80,16.48,9.8,4,4,UPS,Delayed,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,1318.4,784.0,534.4000000000001,0.40533980582524276,0,On Time,Pass
ORD00226,2026-02-14,P005,Education,Midwest,WH_CHI,138,19.72,15.94,4,4,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,2721.3599999999997,2199.72,521.6399999999999,0.191683569979716,0,On Time,Pass
ORD00227,2026-03-22,P005,Distribution,Midwest,WH_CHI,88,53.07,37.67,6,6,UPS,Delayed,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,4670.16,3314.96,1355.1999999999998,0.2901827774637271,0,On Time,Pass
ORD00228,2026-01-22,P006,Retail,Midwest,WH_CHI,106,11.09,8.94,6,6,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,1175.54,947.64,227.89999999999998,0.193868349864743,0,On Time,Pass
ORD00229,2026-03-25,P004,Distribution,Northeast,WH_NJ,91,52.92,36.22,6,6,DHL,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,4815.72,3296.02,1519.7000000000003,0.3155706727135299,0,On Time,Pass
ORD00230,2026-03-24,P005,Healthcare,Northeast,WH_NJ,65,65.35,48.03,4,6,Regional Carrier,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,4247.75,3121.9500000000003,1125.7999999999997,0.26503442999234883,2,Delayed,Pass
ORD00231,2026-01-10,P001,Government,South,WH_DAL,63,36.17,24.43,4,4,Internal Fleet,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,2278.71,1539.09,739.6200000000001,0.32457837987282284,0,On Time,Pass
ORD00232,2026-01-19,P006,Education,West,WH_LAX,50,78.15,45.74,4,4,Internal Fleet,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,3907.5000000000005,2287.0,1620.5000000000005,0.41471529110684585,0,On Time,Pass
ORD00233,2026-03-13,P002,Healthcare,West,WH_LAX,96,39.99,24.88,3,3,UPS,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,3839.04,2388.48,1450.56,0.3778444611152788,0,On Time,Pass
ORD00234,2026-01-13,P001,Government,West,WH_LAX,91,69.81,46.28,3,3,DHL,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,6352.71,4211.4800000000005,2141.2299999999996,0.33705772811918056,0,On Time,Pass
ORD00235,2026-03-15,P006,Healthcare,South,WH_DAL,70,42.37,29.19,5,6,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,2965.8999999999996,2043.3000000000002,922.5999999999995,0.3110691527023836,1,Delayed,Pass
ORD00236,2026-03-05,P001,Government,Midwest,WH_CHI,45,42.91,34.8,3,3,Internal Fleet,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,1930.9499999999998,1565.9999999999998,364.95000000000005,0.1890002330459101,0,On Time,Pass
ORD00237,2026-02-15,P001,Education,Midwest,WH_CHI,110,42.12,33.2,5,5,DHL,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,4633.2,3652.0000000000005,981.1999999999994,0.21177587844254497,0,On Time,Pass
ORD00238,2026-03-10,P001,Government,Midwest,WH_CHI,127,15.05,9.35,4,4,Regional Carrier,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,1911.3500000000001,1187.45,723.9000000000001,0.37873754152823924,0,On Time,Pass
ORD00239,2026-02-16,P001,Retail,Northeast,WH_NJ,17,47.77,28.78,6,6,DHL,Delayed,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,812.09,489.26,322.83000000000004,0.3975298304375131,0,On Time,Pass
ORD00240,2026-01-10,P007,Distribution,Northeast,WH_NJ,132,25.98,21.23,6,6,FedEx,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,3429.36,2802.36,627.0,0.18283294842186296,0,On Time,Pass
ORD00241,2026-01-17,P002,Education,Northeast,WH_NJ,165,64.62,41.46,4,4,UPS,Delayed,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,10662.300000000001,6840.900000000001,3821.4000000000005,0.3584029712163417,0,On Time,Pass
ORD00242,2026-01-26,P007,Retail,Midwest,WH_CHI,84,7.92,5.88,5,8,Internal Fleet,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,665.28,493.92,171.35999999999996,0.2575757575757575,3,Delayed,Pass
ORD00243,2026-02-28,P003,Education,South,WH_DAL,96,74.85,47.6,5,5,Internal Fleet,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,7185.599999999999,4569.6,2615.999999999999,0.36406145624582487,0,On Time,Pass
ORD00244,2026-02-08,P006,Distribution,Northeast,WH_NJ,87,27.48,21.17,4,4,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,2390.76,1841.7900000000002,548.97,0.22962154294032022,0,On Time,Pass
ORD00245,2026-03-28,P002,Distribution,Northeast,WH_NJ,135,28.08,22.26,2,5,Internal Fleet,Delayed,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,3790.7999999999997,3005.1000000000004,785.6999999999994,0.2072649572649571,3,Delayed,Pass
ORD00246,2026-03-02,P005,Retail,South,WH_DAL,62,48.76,29.06,6,6,Regional Carrier,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,3023.12,1801.72,1221.3999999999999,0.404019688269073,0,On Time,Pass
ORD00247,2026-01-19,P004,Distribution,Midwest,WH_CHI,81,76.12,44.12,2,2,Regional Carrier,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,6165.72,3573.72,2592.0000000000005,0.4203888596952181,0,On Time,Pass
ORD00248,2026-02-10,P007,Government,South,WH_DAL,118,56.79,37.53,6,6,Regional Carrier,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,6701.22,4428.54,2272.6800000000003,0.33914421553090335,0,On Time,Pass
ORD00249,2026-01-08,P003,Distribution,South,WH_DAL,44,29.38,21.41,6,6,Regional Carrier,Delayed,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,1292.72,942.04,350.68000000000006,0.2712729748127979,0,On Time,Pass
ORD00250,2026-02-10,P003,Distribution,Northeast,WH_NJ,22,30.67,19.8,4,4,Internal Fleet,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,674.74,435.6,239.14,0.3544179980436909,0,On Time,Pass
ORD00251,2026-03-03,P004,Education,South,WH_DAL,68,46.86,28.62,4,4,DHL,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,3186.48,1946.16,1240.32,0.38924455825864274,0,On Time,Pass
ORD00252,2026-01-27,P008,Government,West,WH_LAX,138,31.16,24.99,4,4,DHL,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4300.08,3448.62,851.46,0.19801026957638,0,On Time,Pass
ORD00253,2026-01-16,P007,Education,Northeast,WH_NJ,1,76.6,58.77,4,6,FedEx,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,76.6,58.77,17.82999999999999,0.23276762402088763,2,Delayed,Pass
ORD00254,2026-02-06,P002,Government,West,WH_LAX,78,54.2,40.75,3,3,UPS,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4227.6,3178.5,1049.1000000000004,0.24815498154981555,0,On Time,Pass
ORD00255,2026-03-10,P005,Healthcare,West,WH_LAX,70,13.19,9.89,3,3,UPS,Cancelled,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,923.3,692.3000000000001,230.9999999999999,0.25018953752843054,0,On Time,Pass
ORD00256,2026-01-07,P004,Retail,South,WH_DAL,41,12.51,8.0,5,5,FedEx,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,512.91,328.0,184.90999999999997,0.360511590727418,0,On Time,Pass
ORD00257,2026-03-29,P003,Distribution,Midwest,WH_CHI,80,78.34,46.43,5,5,Regional Carrier,Delayed,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,6267.200000000001,3714.4,2552.8000000000006,0.4073270359969365,0,On Time,Pass
ORD00258,2026-03-25,P004,Education,West,WH_LAX,79,26.41,14.95,2,2,Internal Fleet,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,2086.39,1181.05,905.3399999999999,0.4339265429761454,0,On Time,Pass
ORD00259,2026-01-30,P001,Government,South,WH_DAL,78,71.17,42.52,2,2,Regional Carrier,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,5551.26,3316.5600000000004,2234.7,0.40255725727132213,0,On Time,Pass
ORD00260,2026-03-05,P003,Retail,West,WH_LAX,60,5.7,4.01,2,3,DHL,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,342.0,240.6,101.4,0.29649122807017547,1,Delayed,Pass
ORD00261,2026-02-06,P008,Healthcare,Northeast,WH_NJ,1,68.83,46.55,3,3,FedEx,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,68.83,46.55,22.28,0.32369606276332996,0,On Time,Pass
ORD00262,2026-02-12,P003,Education,Northeast,WH_NJ,118,58.89,32.61,4,4,DHL,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,6949.02,3847.98,3101.0400000000004,0.446255731023943,0,On Time,Pass
ORD00263,2026-03-14,P004,Distribution,South,WH_DAL,30,69.21,54.83,5,5,Internal Fleet,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,2076.2999999999997,1644.8999999999999,431.39999999999986,0.2077734431440543,0,On Time,Pass
ORD00264,2026-02-11,P002,Retail,Northeast,WH_NJ,52,18.86,11.09,4,4,UPS,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,980.72,576.68,404.0400000000001,0.41198303287380705,0,On Time,Pass
ORD00265,2026-01-01,P005,Healthcare,Northeast,WH_NJ,112,38.51,23.96,4,4,DHL,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,4313.12,2683.52,1629.6,0.37782394183329004,0,On Time,Pass
ORD00266,2026-03-16,P001,Education,West,WH_LAX,124,56.96,32.28,2,2,Regional Carrier,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,7063.04,4002.7200000000003,3060.3199999999997,0.43328651685393255,0,On Time,Pass
ORD00267,2026-02-09,P003,Distribution,Northeast,WH_NJ,61,74.23,58.62,4,4,FedEx,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,4528.030000000001,3575.8199999999997,952.210000000001,0.21029233463559227,0,On Time,Pass
ORD00268,2026-03-23,P005,Distribution,West,WH_LAX,97,21.56,17.43,5,5,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,2091.3199999999997,1690.71,400.6099999999997,0.19155844155844143,0,On Time,Pass
ORD00269,2026-02-28,P006,Distribution,Northeast,WH_NJ,104,73.46,55.42,3,4,UPS,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,7639.839999999999,5763.68,1876.159999999999,0.245575823577457,1,Delayed,Pass
ORD00270,2026-03-29,P002,Distribution,Northeast,WH_NJ,95,57.78,33.0,6,6,FedEx,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,5489.1,3135.0,2354.1000000000004,0.42886812045690553,0,On Time,Pass
ORD00271,2026-01-08,P004,Healthcare,South,WH_DAL,100,29.61,20.45,2,2,UPS,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,2961.0,2045.0,916.0,0.30935494765282,0,On Time,Pass
ORD00272,2026-03-16,P008,Distribution,Midwest,WH_CHI,69,38.41,21.7,3,3,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2650.29,1497.3,1152.99,0.4350429575631346,0,On Time,Pass
ORD00273,2026-02-23,P008,Distribution,Midwest,WH_CHI,91,39.68,30.47,2,2,Regional Carrier,Delayed,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,3610.88,2772.77,838.1100000000001,0.23210685483870971,0,On Time,Pass
ORD00274,2026-02-02,P001,Distribution,South,WH_DAL,36,10.48,6.96,2,3,Internal Fleet,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,377.28000000000003,250.56,126.72000000000003,0.3358778625954199,1,Delayed,Review Needed
ORD00275,2026-01-08,P002,Retail,Northeast,WH_NJ,55,26.53,15.88,3,3,Regional Carrier,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,1459.15,873.4000000000001,585.75,0.4014323407463249,0,On Time,Pass
ORD00276,2026-02-17,P007,Government,Northeast,WH_NJ,30,33.17,24.36,6,6,UPS,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,995.1,730.8,264.30000000000007,0.26560144709074474,0,On Time,Pass
ORD00277,2026-03-25,P006,Healthcare,Midwest,WH_CHI,7,79.46,52.14,3,3,UPS,Delayed,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,556.2199999999999,364.98,191.2399999999999,0.3438207903347595,0,On Time,Pass
ORD00278,2026-01-01,P001,Government,West,WH_LAX,139,55.51,38.69,6,7,Regional Carrier,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,7715.889999999999,5377.91,2337.9799999999996,0.30300846694289313,1,Delayed,Review Needed
ORD00279,2026-01-30,P004,Education,Northeast,WH_NJ,78,16.63,9.99,2,4,FedEx,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,1297.1399999999999,779.22,517.9199999999998,0.39927841250751644,2,Delayed,Review Needed
ORD00280,2026-03-26,P007,Healthcare,Midwest,WH_CHI,118,20.46,11.81,2,2,Regional Carrier,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2414.28,1393.5800000000002,1020.7,0.42277614858260015,0,On Time,Pass
ORD00281,2026-03-18,P001,Retail,South,WH_DAL,90,35.17,21.57,3,3,FedEx,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,3165.3,1941.3,1224.0000000000002,0.38669320443559857,0,On Time,Pass
ORD00282,2026-01-18,P005,Distribution,South,WH_DAL,20,28.92,20.57,4,4,UPS,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,578.4000000000001,411.4,167.0000000000001,0.28872752420470277,0,On Time,Pass
ORD00283,2026-02-08,P003,Government,South,WH_DAL,80,27.54,15.6,6,6,UPS,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2203.2,1248.0,955.1999999999998,0.43355119825708055,0,On Time,Pass
ORD00284,2026-03-22,P007,Retail,Northeast,WH_NJ,92,77.92,62.67,5,5,Internal Fleet,Delayed,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,7168.64,5765.64,1403.0,0.1957135523613963,0,On Time,Pass
ORD00285,2026-02-10,P007,Healthcare,Northeast,WH_NJ,86,27.49,16.48,6,6,Regional Carrier,Delivered,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2364.14,1417.28,946.8599999999999,0.4005092761004001,0,On Time,Pass
ORD00286,2026-01-31,P004,Healthcare,West,WH_LAX,45,65.43,52.15,6,6,Regional Carrier,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,2944.3500000000004,2346.75,597.6000000000004,0.20296500076417556,0,On Time,Pass
ORD00287,2026-02-23,P003,Healthcare,Northeast,WH_NJ,88,24.12,15.42,2,2,Regional Carrier,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2122.56,1356.96,765.5999999999999,0.3606965174129353,0,On Time,Pass
ORD00288,2026-02-17,P002,Retail,South,WH_DAL,114,25.13,18.39,6,6,FedEx,Delayed,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2864.8199999999997,2096.46,768.3599999999997,0.26820533227218457,0,On Time,Pass
ORD00289,2026-01-10,P004,Government,South,WH_DAL,15,20.67,16.43,4,4,FedEx,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,310.05,246.45,63.60000000000002,0.2051282051282052,0,On Time,Pass
ORD00290,2026-01-28,P004,Government,Midwest,WH_CHI,35,73.58,54.29,3,3,Regional Carrier,Delivered,Paper Towels,Janitorial,DaxPro,High,True,0.94,0.05,Net 45,2575.2999999999997,1900.1499999999999,675.1499999999999,0.26216363142158194,0,On Time,Pass
ORD00291,2026-01-31,P006,Government,West,WH_LAX,86,39.97,28.98,4,4,DHL,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,3437.42,2492.28,945.1399999999999,0.2749562171628721,0,On Time,Pass
ORD00292,2026-02-16,P008,Retail,Northeast,WH_NJ,53,65.21,48.58,4,4,UPS,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,3456.1299999999997,2574.74,881.3899999999999,0.25502223585339673,0,On Time,Pass
ORD00293,2026-02-17,P006,Retail,Northeast,WH_NJ,45,47.19,28.77,3,3,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,2123.5499999999997,1294.65,828.8999999999996,0.3903369357914811,0,On Time,Pass
ORD00294,2026-02-03,P007,Healthcare,West,WH_LAX,116,19.71,12.06,6,6,UPS,Delayed,Trash Bags,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,2286.36,1398.96,887.4000000000001,0.3881278538812786,0,On Time,Pass
ORD00295,2026-03-05,P006,Government,West,WH_LAX,49,77.49,56.05,5,5,Regional Carrier,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,3797.0099999999998,2746.45,1050.56,0.2766808620467157,0,On Time,Pass
ORD00296,2026-01-22,P006,Healthcare,South,WH_DAL,104,59.02,40.24,6,6,FedEx,Delivered,Printer Toner,Office Supplies,InkLogic,Low,True,0.88,0.02,Net 60,6138.08,4184.96,1953.12,0.3181972212809217,0,On Time,Pass
ORD00297,2026-03-09,P001,Retail,Midwest,WH_CHI,169,62.33,41.22,3,3,FedEx,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,10533.77,6966.179999999999,3567.590000000001,0.3386812128990856,0,On Time,Pass
ORD00298,2026-01-20,P001,Distribution,South,WH_DAL,76,39.2,22.2,6,6,Regional Carrier,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,2979.2000000000003,1687.2,1292.0000000000002,0.43367346938775514,0,On Time,Pass
ORD00299,2026-03-26,P008,Retail,Midwest,WH_CHI,78,44.92,29.69,2,2,Internal Fleet,Delivered,Face Masks,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,3503.76,2315.82,1187.94,0.33904719501335706,0,On Time,Pass
ORD00300,2026-02-05,P005,Distribution,Midwest,WH_CHI,141,65.99,48.3,3,3,FedEx,Delivered,Disposable Cups,Food Service,EcoServe,Low,True,0.91,0.06,Net 45,9304.59,6810.299999999999,2494.290000000001,0.2680709198363389,0,On Time,Pass
ORD00301,2026-01-13,P003,Healthcare,South,WH_DAL,102,51.48,31.82,4,4,DHL,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,5250.96,3245.64,2005.3200000000002,0.3818958818958819,0,On Time,Pass
ORD00302,2026-02-20,P002,Government,West,WH_LAX,114,39.42,24.27,3,3,DHL,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,4493.88,2766.7799999999997,1727.1000000000004,0.38432267884322685,0,On Time,Pass
ORD00303,2026-03-29,P002,Retail,Midwest,WH_CHI,77,35.4,23.07,5,5,FedEx,Delivered,Nitrile Gloves,Healthcare Supplies,SafeHands,Low,True,0.87,0.03,Net 30,2725.7999999999997,1776.39,949.4099999999996,0.3483050847457626,0,On Time,Pass
ORD00304,2026-03-23,P001,Retail,South,WH_DAL,101,42.49,28.35,4,6,Internal Fleet,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,4291.49,2863.3500000000004,1428.1399999999994,0.33278418451400316,2,Delayed,Review Needed
ORD00305,2026-01-13,P001,Healthcare,South,WH_DAL,99,72.6,53.5,6,6,Regional Carrier,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,7187.4,5296.5,1890.8999999999996,0.26308539944903575,0,On Time,Pass
ORD00306,2026-02-04,P001,Education,Midwest,WH_CHI,117,72.45,50.87,2,2,UPS,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,8476.65,5951.79,2524.8599999999997,0.2978605935127674,0,On Time,Pass
ORD00307,2026-02-10,P001,Distribution,South,WH_DAL,95,15.81,12.2,5,5,FedEx,Delivered,Copy Paper,Office Supplies,NorthStar Paper,High,True,0.92,0.06,Net 60,1501.95,1159.0,342.95000000000005,0.22833649588867808,0,On Time,Pass
ORD00308,2026-02-08,P003,Distribution,South,WH_DAL,87,67.6,44.28,6,8,DHL,Delivered,Cleaning Wipes,Janitorial,CleanPro,Medium,True,0.92,0.04,Net 45,5881.2,3852.36,2028.8399999999997,0.3449704142011834,2,Delayed,Pass
